uai - identifiant;exercice;Acquisitions d'immobilisations;Besoin en fonds de roulement;CAF / Acquisitions d'immobilisations;CAF / Produits encaissables;Capacité d'autofinancement CAF;Charges décaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Produits encaissables;Ressources propres / Produits encaissables;Ressources propres encaissables;Résultat net comptable;Solde budgétaire;Trésorerie;Trésorerie en jours de charges décaissables;source;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region
0751721N;2018;30957915.0;-26564905.0;44.6507201793144;4.61964621042639;13822932.0;285397698.0;95.3803718364609;;;243132847.0;81.2553903378623;;35.1320955644148;27851720.0;299220576.0;20.1945005947719;;6481733.0;10175450;54416625.0;68.641005646794;TDBM;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France
0751794T;2018;343697.0;-1385703.0;10.576467062558;0.380145986683858;36351.0;9526028.0;99.6198540133161;;;7622447.0;79.7128727066769;;87.2939991358413;2309903.0;9562379.0;15.9780113296074;;-134428.0;-1033923;3695606.0;139.661374079522;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;0751794T;École française d'Extrême-Orient;75116;Paris 16e;A01;Paris;R11;Île-de-France
0753364Z;2018;447984.0;2896737.0;326.973507982428;13.5633873203044;1464789.0;9334792.0;86.4366126796956;;;3059025.0;28.3254044763403;;342.540054454347;8882056.0;10799581.0;92.5154596275541;;1026897.0;-12987;5985319.0;230.82622944357;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753364Z;Institut d'administration des entreprises de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0761904G;2018;22767495.0;-20760593.0;39.596446600735;4.2340981735807;9015119.0;203901980.0;95.7659018264193;;;172725181.0;81.1232079580419;;31.4333498870389;17803673.0;212917099.0;15.1012925457903;;2261603.0;1432132;38564266.0;68.0873023400754;TDBM;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0761904G;Université de Rouen;76451;Mont-Saint-Aignan;A21;Rouen;R28;Normandie
0772428W;2018;94686.0;-14300.0;252.554759943392;19.5887199432491;239134.0;510463.0;41.8147011649986;;;114553.0;9.38363693853244;;541.496171123079;767816.0;1220774.0;30.346485098798;;157252.0;180299;782116.0;551.58113320652;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0772428W;CTLES - Centre technique du livre de l'enseignement supérieur;;;;;;
0781944P;2018;5352638.0;-4401269.0;149.481059619574;5.52790834498894;8001180.0;136599212.0;94.3745702426033;;;108779688.0;75.1544328537157;;68.5617182037624;26015213.0;144741546.0;22.076276565403;;5900997.0;5437081;30416482.0;80.1610299186792;TDBM;2010;E;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0781944P;Université de Versailles Saint-Quentin-en-Yvelines;78646;Versailles;A25;Versailles;R11;Île-de-France
0912341A;2018;176798332.0;-6788611.0;2.76941074308326;5.43369503018868;4896272.0;85211188.0;94.5641109709741;;;59917770.0;66.4944449713963;;250.471947416107;59286145.0;90109437.0;44.5290352885015;;2185698.0;6104848;66074756.0;279.152453079283;TDBM;2015;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912341A;CentraleSupélec;91272;Gif-sur-Yvette;A25;Versailles;R11;Île-de-France
0930603A;2018;1748254.0;-177091.0;39.530583084609;17.6047843786786;691095.0;3234514.0;82.3952156213214;;;1546751.0;39.4015552746083;;107.507365867021;965928.0;3925609.0;48.3172165134123;;155892.0;-456203;1143019.0;127.217517067479;TDBM;;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0930603A;Institut supérieur de mécanique de Paris;93070;Saint-Ouen;A24;Créteil;R11;Île-de-France
0931238R;2018;5810790.0;-10161216.0;100.0;3.29971490761665;5810790.0;170288968.0;96.7002845245234;;;146396961.0;83.1329706703346;;21.1607861761192;10009579.0;176099759.0;14.9572447739693;;3209221.0;4170214;20170795.0;42.6421410927806;TDBM;2010;D;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0931238R;Université Paris 13 - Paris Nord;93079;Villetaneuse;A24;Créteil;R11;Île-de-France
0940607Z;2018;82284239.0;-80716721.0;7.47684984970208;7.16104872697846;6152269.0;79759823.0;92.8379397841962;;;66827463.0;77.7850771550058;;147.262122685503;32626669.0;85912961.0;10.2956840237412;;3735673.0;-16047050;113343390.0;511.581130264043;TDBM;2011;E;école normale supérieure;GR30;écoles normales supérieures;0940607Z;École normale supérieure de Cachan;94016;Cachan;A24;Créteil;R11;Île-de-France
0951376E;2018;222535.0;157388.0;354.984159795088;16.1962002802685;789964.0;4087501.0;83.8037997197315;;;1704871.0;34.9540386245724;;577.242926668397;6554114.0;4877465.0;52.4599971501589;;151390.0;521616;6396726.0;563.381234646793;TDBM;;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;95127;Cergy;A25;Versailles;R11;Île-de-France
1270009V;2018;455439.0;-160460.0;80.6303368837539;5.14533654047569;367222.0;7756821.0;108.68481335331;;;4907358.0;68.7595199486842;;134.133795275152;2890144.0;7136987.0;11.8830957657622;;85060.0;11663;3050604.0;141.580866697839;TDBM;;;école française à l'étranger;GR40;écoles françaises à l'étranger;1270009V;École française de Rome;;Rome;A99;Étranger;R99;Étranger
3010001R;2018;417012.0;-346430.0;93.2378444744995;6.84807710733368;388813.0;5288883.0;93.1519228926663;;;3715982.0;65.4487665419212;;118.582226152479;1742132.0;5677696.0;9.67691824289289;;196033.0;2736;2088562.0;142.162781819904;TDBM;;C;école française à l'étranger;GR40;écoles françaises à l'étranger;3010001R;Institut français d'archéologie orientale du Caire;;Le Caire;A99;Étranger;R99;Étranger
0062126D;2019;917000.0;-11718740.0;59.0131952017448;2.15459024021596;541151.0;24575040.0;97.845409759784;;;15986366.0;63.649643371481;;17.1839476151412;1173045.0;25116191.0;74.0571251429008;;518876.0;-514631;12891785.0;188.851883862651;TDBM;;C;communauté d'universités et établissements;;communauté d'universités et établissements;0062126D;Université Côte d'Azur;06088;Nice;A23;Nice;R93;Provence-Alpes-Côte d'Azur
0171463Y;2019;9053443.0;-5597541.0;18.1784101363426;1.96950836127846;1645772.0;81916808.0;98.0304916387215;;;64283766.0;76.9288908982944;;29.5879673436494;6732644.0;83562580.0;27.265269933025;;727156.0;-3482514;12330185.0;54.1874947080458;TDBM;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0171463Y;Université de La Rochelle;17300;La Rochelle;A13;Poitiers;R75;Nouvelle-Aquitaine
0250082D;2019;3631415.0;-1869525.0;3.887382741989;2.44934636440358;141167.0;5622289.0;97.5506536355964;;;1732751.0;30.0644439725054;;71.8689416356932;1122411.0;5763456.0;46.2128278588402;;-371561.0;-563142;2991936.0;191.576235230882;TDBM;;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0250082D;École nationale supérieure de mécanique et des microtechniques;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0251215K;2019;14632684.0;-7099760.0;23.9397023813266;1.76117132605637;3503021.0;195399888.0;98.2388286739436;;;165827879.0;83.3712688435341;;43.687065982351;23712355.0;198902909.0;15.7721413717484;;603021.0;186574;30812115.0;56.7674910847441;TDBM;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0251215K;Université de Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté
0311382J;2019;17998440.0;-11644162.0;26.6408088701021;4.3783353335176;4794930.0;104719980.0;95.6216646664824;;;84157815.0;76.8459883681592;;77.7033505926949;22603037.0;109514910.0;22.4723510250796;;4465740.0;-10155793;34247199.0;117.732944945177;TDBM;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0330192E;2019;968884.0;-2043663.0;61.5063309952481;8.13455649143546;595925.0;6729920.0;91.8654435085645;;;3046720.0;41.5886495005013;;125.12764490514;2339164.0;7325845.0;78.0498631898436;;170588.0;-394040;4382827.0;234.448213351719;TDBM;;A;institut d'études politiques;GR20;instituts d'études politiques;0330192E;Institut d'études politiques de Bordeaux;33318;Pessac;A04;Bordeaux;R75;Nouvelle-Aquitaine
0342032Z;2019;1214749.0;-101858.0;39.2148501459972;7.17077114669386;476362.0;6166745.0;92.8292288533061;;;400000.0;6.02127889856358;;218.582801786031;3744290.0;6643107.0;30.1063944928179;;-712608.0;-738387;3846148.0;224.529031117713;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0342032Z;CINES - Centre informatique national de l'enseignement supérieur;;;;;;
0342255S;2019;48395307.0;4431505.0;0.60825319281475;5.73195646637033;294366.0;4841158.0;94.2680435336297;;;1890407.0;36.8104014312853;;2909.91442130168;39131543.0;5135524.0;92.6784491709123;;174608.0;-33084987;34700038.0;2580.37719074651;TDBM;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0342255S;Languedoc-Roussillon Universités;34172;Montpellier;A11;Montpellier;R76;Occitanie
0350097R;2019;3110876.0;-524210.0;45.003400971302;3.46988314920646;1400000.0;38947180.0;96.5301168507935;;;31703470.0;78.5766688031233;;26.5995484140315;2877715.0;40347180.0;24.5378784837007;;0.0;-2063456;3401925.0;31.4449723959475;TDBM;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
0352756F;2019;615020.0;27579594.0;85.394133524113;3.06193451697126;525191.0;16627070.0;96.9380654830287;;;5042490.0;29.3983982636458;;776.986350571688;35886129.0;17152261.0;98.3659063956641;;474421.0;1012653;8306535.0;179.84843992357;TDBM;;B;communauté d'universités et établissements;;communauté d'universités et établissements;0352756F;Université Bretagne Loire;35238;Rennes;A14;Rennes;R53;Bretagne
0370800U;2019;20829449.0;-18308940.0;17.6743273429844;1.89004440103818;3681465.0;191100467.0;98.1099555989618;;;161009367.0;82.6613461252659;;47.3755696264206;25148593.0;194781932.0;15.8378324330411;;0.0;-2405665;43457533.0;81.866424115018;TDBM;2010;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0370800U;Université François-Rabelais;37261;Tours;A18;Orléans-Tours;R24;Centre-Val de Loire
0383412C;2019;15182354.0;-31556183.0;5.73506585342431;1.92995265607263;870718.0;44245311.0;98.0700473439274;;;3345850.0;7.4161003841894;;93.9904208154396;11551765.0;45116029.0;94.4592707837829;;0.0;-366782;43107948.0;350.745896666881;TDBM;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0383412C;Université Grenoble Alpes;38421;Saint-Martin-d'Hères;A08;Grenoble;R84;Auvergne-Rhône-Alpes
0420093Y;2019;1417681.0;314775.0;40.5811321446785;10.966687488932;575311.0;4670676.0;89.033312511068;;;2317460.0;44.1758624258886;;62.3532268134206;808977.0;5245987.0;62.5901284162542;;35311.0;462856;494202.0;38.0914283071658;TDBM;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0420093Y;École nationale d'ingénieurs de Saint-Étienne;42218;Saint-Étienne;A10;Lyon;R84;Auvergne-Rhône-Alpes
0692437Z;2019;6174411.0;-1481882.0;27.5761364120399;1.50190662022098;1702664.0;111664171.0;98.498093379779;;;94685970.0;83.5217548412638;;30.9794575020845;9609154.0;113366835.0;19.9532499959093;;38664.0;-3221998;11091036.0;35.7569749028988;TDBM;2010;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0692437Z;Université Jean Moulin - Lyon 3;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0694094A;2019;82246851.0;6563875.0;0.415879752040598;0.594813826096531;342048.0;57163004.0;99.4051861739035;;;15043609.0;26.1604997766109;;587.084454833759;93220864.0;57505052.0;89.1131495716237;;10570.0;-51761955;86656989.0;545.746616815309;TDBM;;A;communauté d'universités et établissements;;communauté d'universités et établissements;0694094A;Université de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes
0750736T;2019;5301126.0;-3570855.0;81.068003288358;3.89586179163371;4297517.0;106012274.0;96.1041382083663;;;81210412.0;73.6203117273606;;54.7818053596322;16132066.0;110309791.0;46.3225345064791;;2204.0;1003609;19702921.0;66.9078333325818;TDBM;2011;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0750736T;Université Paris-Dauphine;75116;Paris 16e;A01;Paris;R11;Île-de-France
0753375L;2019;3635000.0;434247.0;28.1232187070151;7.47715099408362;1022279.0;12649760.0;92.5228490059164;;;9744244.0;71.271329755569;;27.6386208117782;971172.0;13672039.0;28.2996925330596;;22279.0;-1366754;536925.0;15.2803689556165;TDBM;2011;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753375L;École nationale supérieure de chimie de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753428U;2019;4679118.0;-2679267.0;73.8535980498889;22.1580740175341;3455697.0;12139959.0;77.8419259824659;;;5257098.0;33.7087327394244;;241.898042654016;8157312.0;15595656.0;75.7710095683054;;1693407.0;-1223421;10836579.0;321.349391707171;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753428U;Institut de physique du globe;75105;Paris 5e;A01;Paris;R11;Île-de-France
0753486G;2019;1122917.0;-583364.0;7.76531123849759;0.22249996229917;87198.0;39102921.0;99.7775000377008;;;32506702.0;82.9461681399845;;39.3000226249083;4268738.0;39190119.0;15.3577410673338;;-222802.0;-507250;4852102.0;44.6707477428604;TDBM;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France
0753488J;2019;4432191.0;449088.0;-2.37841735611123;-0.864106725082563;-105416.0;12304835.0;100.864106725083;;;6704841.0;54.96033048787;;67.6941023589508;2313791.0;12199419.0;35.8105332721173;;-685416.0;-5221607;1864703.0;54.5552280871706;TDBM;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753488J;Institut national des langues et civilisations orientales;75113;Paris 13e;A01;Paris;R11;Île-de-France
0772428W;2019;223762.0;119832.0;17.4345956864883;3.36713239635012;39012.0;590188.0;50.9392272822999;;;115000.0;9.92566968061784;;172.715067063376;283151.0;1158612.0;26.6094257611694;;10895.0;-184750;163319.0;99.6205276962595;TDBM;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0772428W;CTLES - Centre technique du livre de l'enseignement supérieur;;;;;;
0911101C;2019;83824459.0;-82133808.0;7.54957332918784;1.82654202168773;6328389.0;340139906.0;98.1734579783123;;;276214137.0;79.7227743450523;;36.09060161262;34099594.0;346468295.0;18.1254683058373;;328389.0;-15068511;116233402.0;123.020039642158;TDBM;2010;E;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0911101C;Université Paris-Sud;91471;Orsay;A25;Versailles;R11;Île-de-France
0912266U;2019;4088389.0;-723806.0;7.11803597945303;4.12334163349013;291013.0;6766685.0;95.8766583665099;;;4380600.0;62.0683968058707;;91.4960220551127;1719791.0;7057698.0;19.8038793952362;;191013.0;222624;2443597.0;130.003823142351;TDBM;2015;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912266U;École nationale supérieure d'informatique pour l'industrie et l'entreprise;91228;Évry;A25;Versailles;R11;Île-de-France
0921204J;2019;15071823.0;-2031604.0;27.4165706431133;2.22563688568186;4132177.0;181530499.0;97.7743631143181;;;154565211.0;83.2505565092685;;36.152804934448;18230102.0;185662676.0;9.40037350318057;;56275.0;-9381545;20261706.0;40.1817556839306;TDBM;2012;D;tertiaire (lettres et sciences humaines);GR15;universités tertiaires (lettres et sciences humaines);0921204J;Université Paris Nanterre;92050;Nanterre;A25;Versailles;R11;Île-de-France
0930603A;2019;899016.0;-330033.0;55.1674274985095;12.6797666344536;495964.0;3415496.0;87.3202333655464;;;1563222.0;39.9651792425335;;163.080981503126;1547229.0;3911460.0;47.6526667791566;;25964.0;-107914;1877262.0;197.867109198781;TDBM;;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0930603A;Institut supérieur de mécanique de Paris;93070;Saint-Ouen;A24;Créteil;R11;Île-de-France
0141408E;2010;14012410.33;;;-0.656916717135802;;61007978.54;99.5866686088142;32757244.6;53.4714465318534;25179373.78;41.1016724765312;567013.329999998;77.0768697559276;13061955.6;61261190.27;48.0817309787474;27908026.07;;;16726357.2;98.7000181960134;COFISUP Comptes financiers;2011;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0141408E;Université de Caen Normandie;14118;Caen;A05;Caen;R28;Normandie
0310133B;2010;207412.79;;128.020451390678;7.63346386068273;265530.79;3212979.03;92.3665361393173;1188179.18;34.1577066469227;1769771.33;50.8772842849125;627822.25;135.95265649773;1213369.54;3478509.82;52.0525142573839;1738595.13;233293.98;;1599152.59;179.1779302089;COFISUP Comptes financiers;;A;institut d'études politiques;GR20;instituts d'études politiques;0310133B;Institut d'études politiques de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0310152X;2010;8480733.65;3003036.97;62.5879756287359;21.7546149342757;5307919.51;19106092.55;78.3067048286652;8539021.27;34.9973505239607;8075496.9;33.0975865650301;5890177.15;181.694885111399;9642998.03;24399050.62;52.5674162890851;10999215.19;4364580.26;;6639961.06;125.111190335985;COFISUP Comptes financiers;2012;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0310152X;Institut national des sciences appliquées de Toulouse;31555;Toulouse;A16;Toulouse;R76;Occitanie
0311382J;2010;8088579.73;;39.352350798921;3.94343537255171;3183046.27000002;77534550.68;96.0565646274483;9827855.03;12.1756040830698;65525259.67;81.1784073683328;3577862.62000002;70.2539313973878;15130852.79;80717596.95;16.6458222961257;9684646.14;633068.23000002;;18707821.49;86.8621237542973;COFISUP Comptes financiers;2009;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0311382J;Université Toulouse 1 - Capitole;31555;Toulouse;A16;Toulouse;R76;Occitanie
0331764N;2010;16536091.85;6755460.39999999;58.1737637723631;6.11602791124893;9619667.00999999;147666518.56;93.8839720887511;27618638.47;17.5594813809687;109849162.58;69.8403119014618;15321857.47;37.9632108636881;15571931.06;157286185.57;30.8874135029353;37349099.71;4167971.07999999;;8816470.65999997;21.4939003678776;COFISUP Comptes financiers;2010;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0333298F;Université BORDEAUX 1 - SCIENCES TECHNOLOGIES;;;;;;
0350097R;2010;2669487.5;620160.78;17.4430163093103;3.76802806277504;465639.14;11892130.36;96.2330634891623;6062693.57;49.0603077476815;4357989.48;35.2655634960548;1669587.59;72.6030741560081;2398347.83999999;12357634.61;63.642463854982;6961271.33;;;1778187.06;53.8294924644603;COFISUP Comptes financiers;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne
