uai - identifiant;Libellé;sigle;type d'établissement;Secteur d'établissement;Établissements d'enseignement supérieur accrédités à délivrer le doctorat;localisation;Site internet;Géolocalisation;siret;siren;Identifiant wikidata;Elément wikidata;Identifiant ETER;Identifiant ROR;Elément ROR;Identifiant GRID;Elément GRID;Identifiant OrgRef;Identifiant ISNI;Elément ISNI;Identifiant Funding Data;Elément Funding Data;rattachement_identifiants;rattachement;dernier_decret_legifrance;Code commune;Commune;Code unité urbaine;Unité urbaine;Code département;Département;Code académie;Académie;Code région;Région;Ancien code région;Ancienne région;Mention distribution;Adresse;Lieu dit;Boite postale;Code postal;Localité;Pays;Numéro de téléphone;qualification_court;Qualification;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_viadeo;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_googleplus;implantations;mooc;Page Wikipédia en français;Page Wikipédia en anglais;English name;Site internet en anglais;Site internet en chinois;Site internet en espagnol;Site internet en allemand;Site internet en italien;Identifiant interne;Anciens codes uai;Identifiant dataESR;article;universités fusionnées;Vague contractuelle
0590344D;Institut catholique de Lille;ICL;École;Privé;;Hauts-de-France>Lille>Nord>Lille;http://www.univ-catholille.fr/;50.632609,3.046519;77562424000013;775624240;Q1477551;https://www.wikidata.org/entity/Q1477551;FR0118;025s1b152;https://ror.org/025s1b152;grid.417666.4;https://www.grid.ac/institutes/grid.417666.4;21338149;0000 0001 2165 6146;http://isni.org/isni/0000000121656146;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;60 BOULEVARD VAUBAN;;BP 109;59016;LILLE CEDEX;France;0320134000;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/UniversiteCatholiqueDeLille;https://twitter.com/UnivCatholille;;;;;;;;;http://www.scoop.it/t/universite-catholique-de-lille;;https://www.youtube.com/user/uclcommunication;;;https://plus.google.com/+Univ-catholilleFr;;;https://fr.wikipedia.org/wiki/Universit%C3%A9_catholique_de_Lille;https://en.wikipedia.org/wiki/Lille_Catholic_University;;;;;;;pgd9B;;;à l';;
0690195M;Institut catholique de Lyon;UCLY;École;Privé;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 2e;http://www.ucly.fr/;45.751389,4.826944;32693006200012;326930062;Q8618;https://www.wikidata.org/entity/Q8618;FR0156;01anhj553;https://ror.org/01anhj553;grid.448695.2;https://www.grid.ac/institutes/grid.448695.2;11152800;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;69382;Lyon 2e;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;25 RUE DU PLAT;;;69288;LYON CEDEX 02;France;0472325012;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/UCLyon/?fref=ts;https://twitter.com/ucly;;https://www.flickr.com/photos/ucly/;;http://www.kosmos.fr/adminsite/webservices/export_rss.jsp?NOMBRE=10;https://www.linkedin.com/groups/2517011/profile;;;;;;https://www.youtube.com/user/uclyon;;;;;;https://fr.wikipedia.org/wiki/Universit%C3%A9_catholique_de_Lyon;;Catholic University of Lyon;;;;;;3Um0y;;;à l';;
0754493B;Institut de management et de communication interculturels;ISIT;École;Privé;;Île-de-France>Paris>Paris 6e;http://www.isit-paris.fr/;48.848121,2.329641;7842808360003;784280836;Q3152042;https://www.wikidata.org/entity/Q3152042;;;;;;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=95615&cbo=1;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;21 RUE D'ASSAS;;;75270;PARIS CEDEX 06;France;0142220230;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Institut_de_management_et_de_communication_interculturels;;;;;;;;vTS3w;;;à l';;
0690193K;Institut d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement;Vet Agro Sup;Grand établissement;Public;Oui;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Marcy-l'Étoile;http://www.vetagro-sup.fr/;45.8012,5.08331;13000858400018;130008584;Q3151920;https://www.wikidata.org/entity/Q3151920;FR0328;;;;;;;;;;;;;69127;Marcy-l'Étoile;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;1 AVENUE BOURGELAT;;;69280;MARCY L ETOILE;France;0478872525;;;https://www.facebook.com/VetAgroSup?fref=ts;https://twitter.com/VetAgroSup;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0690193K;;https://fr.wikipedia.org/wiki/Institut_d%27enseignement_sup%C3%A9rieur_et_de_recherche_en_alimentation,_sant%C3%A9_animale,_sciences_agronomiques_et_de_l%27environnement;;;;;;;;5cuYU;;;à l';;
3010001R;Institut français d'archéologie orientale du Caire;IFAO;Autre établissement;Public;;Étranger>Le Caire;http://ifao.egnet.net/;30.0328599,31.2352879;18004619500012;180046195;Q1472454;https://www.wikidata.org/entity/Q1472454;;055pd2p26;https://ror.org/055pd2p26;grid.459257.8;https://www.grid.ac/institutes/grid.459257.8;2678958;;;;;;;;;Le Caire;SO;Étranger;D999;Étranger;A99;Étranger;R99;Étranger;R99;Étranger;;MOUNIRA BP QASR EL AINI;;;;11562 LE CAIRE;Égypte;2023571600;;;;;;;;http://www.ifao.egnet.net/rss;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=3010001R;;https://fr.wikipedia.org/wiki/Institut_fran%C3%A7ais_d%27arch%C3%A9ologie_orientale;https://en.wikipedia.org/wiki/Institut_Fran%C3%A7ais_d%27Arch%C3%A9ologie_Orientale;;;;;;;5eUBS;;;à l';;
0753488J;Institut national des langues et civilisations orientales;INALCO;Grand établissement;Public;Oui;Île-de-France>Paris>Paris 13e;http://www.inalco.fr/;48.8274,2.37608;19753488600092;197534886;Q1430113;https://www.wikidata.org/entity/Q1430113;FR0197;023zg8w32;https://ror.org/023zg8w32;grid.434827.e;https://www.grid.ac/institutes/grid.434827.e;;0000 0001 2188 4202;http://isni.org/isni/0000000121884202;;;;;;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;65 RUE DES GRANDS MOULINS;;;75214;PARIS CEDEX 13;France;0181701000;;;https://www.facebook.com/inalco.languesO;https://twitter.com/Inalco_Officiel;;;;http://www.inalco.fr/rss.xml;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0753488J;;https://fr.wikipedia.org/wiki/Institut_national_des_langues_et_civilisations_orientales;https://en.wikipedia.org/wiki/Institut_national_des_langues_et_civilisations_orientales;;;;;;;Dk1Th;;;à l';;Vague D
0690192J;Institut national des sciences appliquées de Lyon;INSA Lyon;École;Public;Oui;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;http://www.insa-lyon.fr/;45.783,4.87798;19690192000013;196901920;Q1633859;https://www.wikidata.org/entity/Q1633859;FR0154;050jn9y42;https://ror.org/050jn9y42;grid.15399.37;https://www.grid.ac/institutes/grid.15399.37;10828425;0000 0004 1765 5089;http://isni.org/isni/0000000417655089;;;;;Abrogé;69266;Villeurbanne;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;20 AVENUE ALBERT EINSTEIN;;;69621;VILLEURBANNE CEDEX;France;0472438383;;;https://www.facebook.com/INSAdeLyon?ref=sgm;https://twitter.com/insadelyon;;;;;;;;;;;https://www.youtube.com/user/insadelyon;;;https://plus.google.com/+InsalyonFr69;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0690192J;;https://fr.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Lyon;https://en.wikipedia.org/wiki/Institut_national_des_sciences_appliqu%C3%A9es_de_Lyon;;;;;;;8k41p;;;à l';;Vague A
0755026F;Institut national d'histoire de l'art;INHA;Grand établissement;Public;;Île-de-France>Paris>Paris 2e;http://www.inha.fr/;48.8665,2.33884;19754688000018;197546880;Q3152376;https://www.wikidata.org/entity/Q3152376;;045cwqj90;https://ror.org/045cwqj90;grid.462402.6;https://www.grid.ac/institutes/grid.462402.6;47002229;0000 0001 2285 6289;http://isni.org/isni/0000000122856289;;;;;;75102;Paris 2e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;2 RUE VIVIENNE;;;75002;PARIS;France;0147038604;;;https://fr-fr.facebook.com/Institutnationaldhistoiredelart;;;https://www.flickr.com/photos/73632227@N02/;;http://www.inha.fr/_plugins/web/inha/fr/filter/INHA-news/rss.xml;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0755026F;;https://fr.wikipedia.org/wiki/Institut_national_d%27histoire_de_l%27art;https://en.wikipedia.org/wiki/Institut_national_d%27histoire_de_l%27art;;;;;;;FDijq;;;à l';;Vague D
0311381H;Institut national polytechnique de Toulouse;INPT;École;Public;Oui;Occitanie>Toulouse>Haute-Garonne>Toulouse;http://www.inp-toulouse.fr/;43.555,1.50418;19311381800127;193113818;Q3152453;https://www.wikidata.org/entity/Q3152453;FR0037;033p9g875;https://ror.org/033p9g875;grid.15363.32;https://www.grid.ac/institutes/grid.15363.32;8794933;0000 0001 2176 6169;http://isni.org/isni/0000000121766169;501100007256;http://dx.doi.org/10.13039/501100007256;;;;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;6 ALLEE EMILE MONSO;;BP 34038;31029;TOULOUSE CEDEX 04;France;0562242100;;;https://www.facebook.com/pages/INP-Toulouse-Page-officielle/221776144584185;https://twitter.com/INP_Toulouse;;;;;https://www.linkedin.com/company/2530907?trk=tyah;;;;;;https://www.youtube.com/user/communicationinpt?feature=results_main;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0311381H;https://www.fun-mooc.fr/universities/institut-national-polytechnique-de-toulouse/;https://fr.wikipedia.org/wiki/Institut_national_polytechnique_de_Toulouse;https://en.wikipedia.org/wiki/National_Polytechnic_Institute_of_Toulouse;National polytechnic institute of Toulouse;;;;;;mMex4;;;à l';;Vague A
0753605L;Institut protestant de théologie;IPT;École;Privé;;Île-de-France>Paris>Paris 14e;http://www.iptheologie.fr/index.php;48.834229,2.337221;31238101500014;312381015;Q3064314;https://www.wikidata.org/entity/Q3064314;;;;;;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;75114;Paris 14e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;83 BOULEVARD ARAGO;;;75014;PARIS;France;0143316164;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Facult%C3%A9_de_th%C3%A9ologie_protestante_de_Paris;;;;;;;;l4myZ;;;à l';;
0292125C;Institut supérieur de l'électronique et du numérique de Brest;Yncréa Ouest;École;Privé;;Bretagne>Rennes>Finistère>Brest;http://www.isen.fr/brest/;48.407023,-4.495576;39779265600027;397792656;Q51648617;https://www.wikidata.org/entity/Q51648617;FR0028;;;;;;;;;;;;;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;;20 RUE CUIRASSE BRETAGNE;;CS42807;29228;BREST CEDEX 2;France;0298038400;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/ISEN.Brest;https://twitter.com/isenbrest;;;;;;;;;;;;;;;;;;;;;;;;;eUjTI;;;à l';;
0721484X;Institut supérieur des matériaux du Mans;ISMANS;École;Privé;;;https://www.ismans.fr/;48.019687,0.157589;34359272100017;343592721;Q3152596;https://www.wikidata.org/entity/Q3152596;;001s4x714;https://ror.org/001s4x714;grid.482022.e;https://www.grid.ac/institutes/grid.482022.e;;;;;;;;;72181;Le Mans;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;44 AVENUE BARTHOLDI;;;72000;LE MANS;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Institut_sup%C3%A9rieur_des_mat%C3%A9riaux_du_Mans;;;;;;;;z8973;;;à l';;
0130238N;Institut supérieur du bâtiment et des travaux publics;ISBA-TP MARS;École;Privé;;;https://www.isba.fr/;43.344849,5.436392;18130002100340;181300021;Q60846049;https://www.wikidata.org/entity/Q60846049;;;;;;;;;;;;;;13213;Marseille 13e;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;;5 RUE ENRICO FERMI;;;13453;MARSEILLE CEDEX 13;France;;;;;;;;;;;;;;;;;;;;;;https://fr.wikipedia.org/wiki/Institut_sup%C3%A9rieur_du_b%C3%A2timent_et_des_travaux_publics;;;;;;;;XHkD5;;;à l';;
0693364G;Institut textile et chimique;ITECH;École;Privé;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Écully;http://www.itech.fr/;45.786195,4.767588;32014055100021;320140551;Q3152645;https://www.wikidata.org/entity/Q3152645;FR0165;05mv80p58;https://ror.org/05mv80p58;grid.466412.3;https://www.grid.ac/institutes/grid.466412.3;;;;;;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=101410&cbo=1;69081;Écully;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;87 CHEMIN DES MOUILLES;;;69134;ECULLY CEDEX;France;0472180480;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://fr-fr.facebook.com/ItechLyon/;;;;;;https://www.linkedin.com/company/itech-lyon;"http://www.viadeo.com/groups/?containerId=0021gy7axmaxdkv7&ga_from=Fu:%2Fprofilev3%2F;Fb%3Aprofile-rightcolumn-group-manage%3BFe%3Atitle%3B";;;;;https://www.youtube.com/channel/UC9mwXyctAzEFri3Zk8tAV8A;;;;;;https://fr.wikipedia.org/wiki/Institut_textile_et_chimique_de_Lyon;;;;;;;;k5Ryn;;;à l';;
0691774D;Université Claude Bernard - Lyon 1;;Université;Public;Oui;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;http://www.univ-lyon1.fr/;45.782,4.86651;19691774400019;196917744;Q4032;https://www.wikidata.org/entity/Q4032;FR0157;029brtt94;https://ror.org/029brtt94;grid.7849.2;https://www.grid.ac/institutes/grid.7849.2;5124933;0000 0001 2150 7757;http://isni.org/isni/0000000121507757;501100006687;http://dx.doi.org/10.13039/501100006687;;;;69266;Villeurbanne;UU00758;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;43 BOULEVARD DU 11 NOVEMBRE 1918;;;69622;VILLEURBANNE CEDEX;France;0472448016;;;https://www.facebook.com/UnivLyon1;https://twitter.com/UnivLyon1;;;;http://feeds.feedburner.com/UnivLyon1;;;;;;;http://www.youtube.com/user/UnivLyon1;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0691774D;;https://fr.wikipedia.org/wiki/Universit%C3%A9_Claude-Bernard-Lyon-I;https://en.wikipedia.org/wiki/Claude_Bernard_University_Lyon_1;Université Claude Bernard Lyon 1;;;;;;etBz7;;;à l';;Vague A
0632035V;Université Clermont Auvergne;UCA;Université;Public;Oui;Auvergne-Rhône-Alpes>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand;https://www.uca.fr/;45.770548,3.087722;13002277500014;130022775;Q28057967;https://www.wikidata.org/entity/Q28057967;;01a8ajp46;https://ror.org/01a8ajp46;grid.494717.8;https://www.grid.ac/institutes/grid.494717.8;;;;501100006517;http://dx.doi.org/10.13039/501100006517;;;https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000033119145&categorieLien=id;63113;Clermont-Ferrand;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes;R83;Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;BP 32;63001;CLERMONT FERRAND CEDEX 1;France;0473177979;;;https://www.facebook.com/universite.clermont.auvergne;https://twitter.com/UCAuvergne;https://www.instagram.com/UniversiteClermontAuvergne/;;;;;;;;;;https://www.youtube.com/channel/UCW2Zk0QWHDMOOKwII2k6nUQ;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0632035V;;https://fr.wikipedia.org/wiki/Universit%C3%A9_Clermont_Auvergne;https://en.wikipedia.org/wiki/University_of_Clermont_Auvergne;;;;;;;FvH4k;0631262E,0631525R;;à l';Oui;Vague A
0490970N;Université d'Angers;;Université;Public;Oui;Pays de la Loire>Nantes>Maine-et-Loire>Angers;http://www.univ-angers.fr/;47.478,-0.548273;19490970100303;194909701;Q1538727;https://www.wikidata.org/entity/Q1538727;FR0099;04yrqp957;https://ror.org/04yrqp957;grid.7252.2;https://www.grid.ac/institutes/grid.7252.2;3911142;0000 0001 2248 3363;http://isni.org/isni/0000000122483363;501100008280;http://dx.doi.org/10.13039/501100008280;;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;40 RUE DE RENNES;;BP 73532;49035;ANGERS CEDEX 1;France;0241962323;;;https://www.facebook.com/univangers;https://twitter.com/UnivAngers;;http://www.flickr.com/photos/universiteangers/;;http://www.univ-angers.fr/fr/index/flux-rss-1.html;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0490970N;;https://fr.wikipedia.org/wiki/Universit%C3%A9_d%27Angers;https://en.wikipedia.org/wiki/University_of_Angers;University of Angers;;;;;;IXHyv;;;à l';;Vague B
0141408E;Université de Caen Normandie;;Université;Public;Oui;Normandie>Calvados>Caen;http://www.unicaen.fr/;49.1887,-0.363108;19141408500016;191414085;Q568554;https://www.wikidata.org/entity/Q568554;FR0008;051kpcy16;https://ror.org/051kpcy16;grid.412043.0;https://www.grid.ac/institutes/grid.412043.0;68447;0000 0001 2186 4076;http://isni.org/isni/0000000121864076;;;;;;14118;Caen;UU14601;Caen;D014;Calvados;A70;Normandie;R28;Normandie;R25;Basse-Normandie;;ESPLANADE DE LA PAIX;;CS 14032;14032;CAEN CEDEX 5;France;0231565500;;;https://fr-fr.facebook.com/unicaen;https://twitter.com/Universite_Caen;https://www.instagram.com/universitecaen/;;;http://www.unicaen.fr/outils-portail-institutionnel/flux-rss/flux-rss-252521.kjsp?RH=1291198674;;http://fr.viadeo.com/fr/company/universite-de-caen-basse-normandie;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=0141408E;;https://fr.wikipedia.org/wiki/Universit%C3%A9_Caen-Normandie;https://en.wikipedia.org/wiki/University_of_Caen_Lower_Normandy;University of Caen Normandy;;;;;;p25Q3;;;à l';;Vague B
9730429D;Université de Guyane;;Université;Public;Oui;Guyane>Cayenne;http://www.univ-guyane.fr/;4.93278,-52.301511;13002059700014;130020597;Q16682067;https://www.wikidata.org/entity/Q16682067;FR0327;00nb39k71;https://ror.org/00nb39k71;grid.460797.b;https://www.grid.ac/institutes/grid.460797.b;47001024;;;;;;;"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=?cidTexte=JORFTEXT000029310823&dateTexte=&oldAction=dernierJO&categorieLien=id";97302;Cayenne;UU9C601;Cayenne;D973;Guyane;A33;Guyane;R03;Guyane;R03;Guyane;;2091 ROUTE DE BADUEL;SITE TROUBIRAN;BP 792;97337;CAYENNE CEDEX;France;0594289336;;;https://www.facebook.com/univguyane;https://twitter.com/univguyane;;;;;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=9730429D;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_Guyane;https://en.wikipedia.org/wiki/University_of_French_Guiana;;;;;;;hy4EW;;;à l';;Vague B
9830445S;Université de la Nouvelle-Calédonie;;Université;Public;Oui;Collectivités d'outre-mer>Nouvelle-Calédonie>Nouméa;http://www.univ-nc.nc/;-22.2638507,166.4043178;13000322100012;130003221;Q734332;https://www.wikidata.org/entity/Q734332;FR0285;02jrgcx64;https://ror.org/02jrgcx64;grid.449988.0;https://www.grid.ac/institutes/grid.449988.0;13955095;0000 0004 0647 1452;http://isni.org/isni/0000000406471452;;;;;;98818;Nouméa;TOM98818;Nouméa;D988;Nouvelle-Calédonie;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer;R00;Collectivités d'outre-mer;;145 AVENUE JAMES COOK;;R4;98851;NOUMEA CEDEX;France;00687265800;;;https://www.facebook.com/univ.nc;;;;;http://www.univ-nc.nc/feed;;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=9830445S;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_la_Nouvelle-Cal%C3%A9donie;https://en.wikipedia.org/wiki/University_of_New_Caledonia;University of New Caledonia;;;;;;Z2FY5;;;à l';;Vague C
9840349G;Université de la Polynésie Française;UPF;Université;Public;Oui;Collectivités d'outre-mer>Polynésie Française>Punaauia;http://www.upf.pf/;-17.576944,-149.609167;19987001500013;199870015;Q1695245;https://www.wikidata.org/entity/Q1695245;FR0286;03ay59x86;https://ror.org/03ay59x86;grid.449688.f;https://www.grid.ac/institutes/grid.449688.f;30874028;;;;;;;;98738;Punaauia;TOM98738;Punaauia;D987;Polynésie Française;A41;Polynésie Française;R00;Collectivités d'outre-mer;R00;Collectivités d'outre-mer;;;PUNAAUIA;BP 6570;98704;FAAA;France;00689437448;;;https://www.facebook.com/univpf;https://twitter.com/universitepf;;;;http://www.upf.pf/spip.php?page=backend;http://www.linkedin.com/company/universit-de-la-polyn-sie-fran-aise;;;;;;;;;;https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-implantations_etablissements_d_enseignement_superieur_publics/map/?disjunctive.bcnag_n_nature_uai_libelle_editi&disjunctive.services&disjunctive.type_uai&disjunctive.nature_uai&refine.etablissement_uai=9840349G;;https://fr.wikipedia.org/wiki/Universit%C3%A9_de_la_Polyn%C3%A9sie_fran%C3%A7aise;;University of French Polynesia;;;;;;zepT6;;;à l';;Vague B
